Operador,Nota,Nota da Org
•Shani Cantu,10,10
¶Sanjay Barnard,10,10
•Miah Welch,9,7
•Suzannah Stephenson,8,7
•Charley Bernard,8,5
•Simon Woods,10,10
•Shani Cantu,9,6
•Amelia-PLily Hayden,10,10
•Katherine Stuart,10,10
•Manal Hewitt,10,7
•Rikki Kumar,10,5
•Abdullahi Edwards,10,5
•Asha Reese,10,10
•Shani Cantu,10,7
•Katherine Stuart,1,1
•Cerys Rhodes,10,9
•Charley Bernard,3,3
•Lorelai Mora,10,10
•Abdullahi Edwards,10,10
•Hebe Byrd,10,4
•Umaiza Bullock,10,4
•Suzannah Stephenson,10,2
•Shani Cantu,10,7
•Asha Reese,9,2
•Murray Obrien,1,1
•Manal Hewitt,10,10
¶Sanjay Barnard,2,1
•Dani Ray,10,7
•Katherine Stuart,10,10
¶Abbey Hodge,10,10
•Lorelai Mora,10,5
•Charley Bernard,1,7
•Hebe Byrd,10,10
•Alanah Fowler,10,10
•Amelia-PLily Hayden,10,10
•Pheobe Bevan,10,10
•Ayse Stevens,10,8
•Suzannah Stephenson,9,5
•Lorelai Mora,10,6
•Owen Ruiz,10,10
•Abdullahi Edwards,10,9
•Grady Forster,8,5
•Shani Cantu,10,1
•Alanah Fowler,10,10
•Cristiano Bender,10,8
•Rikki Kumar,10,2
•Simon Woods,10,10
•Khaleesi Richmond,10,8
¶Abbey Hodge,10,7
•Murray Obrien,10,10
•Dani Ray,10,10
•Miah Welch,10,9
•Umaiza Bullock,10,8
•Katherine Stuart,3,5
¶Briana Hines,9,5
•Owen Ruiz,10,10
•Shani Cantu,10,4
•Alanah Fowler,10,8
•Cristiano Bender,10,1
•Mariana Ware,8,5
•Dani Ray,10,2
•Manal Hewitt,10,6
•Amarah Douglas,9,9
•Katherine Stuart,10,4
•Lorelai Mora,10,10
•Szymon Mcdougall,2,3
•Murray Obrien,9,4
•Amelia-PLily Hayden,9,2
•Pheobe Bevan,10,8
•Alanah Fowler,10,10
•Suzannah Stephenson,10,5
•Katherine Stuart,10,10
•Amelia-PLily Hayden,10,8
•Simon Woods,10,10
•Szymon Mcdougall,10,10
•Mariana Ware,10,7
•Khaleesi Richmond,10,10
•Owen Ruiz,9,9
•Katherine Stuart,3,3
•Amarah Douglas,1,9
•Miah Welch,10,5
•Suzannah Stephenson,10,9
¶Abbey Hodge,10,10
•Pheobe Bevan,10,9
•Cristiano Bender,9,5
•Cerys Rhodes,6,1
•Amarah Douglas,10,7
•Mali Whittington,10,10
•Manal Hewitt,10,10
•Mariana Ware,10,5
•Cruz Horton,7,5
•Mali Whittington,9,5
•Hebe Byrd,10,8
•Amarah Douglas,10,10
¶Sanjay Barnard,10,5
•Manal Hewitt,10,10
•Murray Obrien,10,1
•Katherine Stuart,10,10
•Rikki Kumar,10,9
•Bronwen Winter,10,8
•Shani Cantu,10,10
¶Sanjay Barnard,10,10
•Manal Hewitt,10,10
•Alanah Fowler,10,7
•Grady Forster,10,1
•Shani Cantu,10,8
•Mariana Ware,10,5
•Alanah Fowler,10,5
•Umaiza Bullock,10,3
¶Abbey Hodge,10,8
•Shani Cantu,10,4
•Conrad Haney,10,7
•Szymon Mcdougall,10,10
•Suzannah Stephenson,10,9
•Lorelai Mora,10,6
•Conrad Haney,10,10
•Dani Ray,10,5
•Szymon Mcdougall,10,10
•Bronwen Winter,10,9
•Miah Welch,10,10
•Alanah Fowler,10,5
•Cruz Horton,10,10
•Asha Reese,10,8
•Charley Bernard,10,6
•Mali Whittington,10,10
•Abdullahi Edwards,10,10
•Abdullahi Edwards,10,6
•Cristiano Bender,6,1
•Hebe Byrd,10,1
¶Abbey Hodge,8,7
•Shani Cantu,10,8
•Charley Bernard,10,9
•Dani Ray,10,1
•Abdullahi Edwards,10,7
•Bronwen Winter,10,4
•Cruz Horton,6,5
•Abdullahi Edwards,10,10
•Mariana Ware,10,7
•Charley Bernard,10,9
¶Abbey Hodge,8,8
¶Brayden Farrow,10,10
•Mariana Ware,10,10
•Pheobe Bevan,10,6
•Abdullahi Edwards,10,10
•Simon Woods,10,10
•Amarah Douglas,6,1
•Manal Hewitt,1,1
•Mariana Ware,10,10
•Charley Bernard,10,10
•Cerys Rhodes,5,2
•Ayse Stevens,8,1
•Cristiano Bender,10,10
•Cristiano Bender,10,8
•Charley Bernard,10,10
•Khaleesi Richmond,10,10
•Khaleesi Richmond,10,2
•Cerys Rhodes,10,10
•Cruz Horton,9,9
•Simon Woods,7,6
•Asha Reese,10,1
•Rikki Kumar,10,8
•Dani Ray,1,1
¶Sanjay Barnard,10,10
•Cruz Horton,10,8
•Abdullahi Edwards,10,7
•Manal Hewitt,10,1
•Abdullahi Edwards,10,4
•Mariana Ware,10,10
¶Briana Hines,10,7
•Alanah Fowler,1,1
•Alanah Fowler,10,10
•Pheobe Bevan,10,10
•Shani Cantu,10,10
•Cristiano Bender,9,9
•Ayse Stevens,1,1
¶Sanjay Barnard,10,5
•Bronwen Winter,5,5
•Bronwen Winter,10,1
•Umaiza Bullock,10,6
•Umaiza Bullock,10,10
•Charley Bernard,4,5
•Abdullahi Edwards,10,10
•Shani Cantu,10,9
•Mariana Ware,10,10
¶Briana Hines,10,9
•Cerys Rhodes,10,5
•Charley Bernard,10,1
•Rikki Kumar,9,9
•Manal Hewitt,10,7
•Mariana Ware,10,4
•Cerys Rhodes,1,1
•Ayse Stevens,1,1
•Dani Ray,10,6
•Grady Forster,10,1
•Cristiano Bender,10,7
•Shani Cantu,10,5
•Amarah Douglas,10,6
•Grady Forster,10,4
•Grady Forster,10,5
•Amarah Douglas,10,9
•Shani Cantu,10,10
¶Sanjay Barnard,10,5
•Cristiano Bender,10,8
•Charley Bernard,9,5
•Bronwen Winter,10,10
•Amarah Douglas,6,6
•Alanah Fowler,9,6
•Amarah Douglas,10,5
•Ayse Stevens,10,8
•Lorelai Mora,10,3
•Pheobe Bevan,10,3
•Pheobe Bevan,8,2
•Cerys Rhodes,1,1
•Shani Cantu,9,7
•Rikki Kumar,9,7
•Shani Cantu,10,7
•Ayse Stevens,10,5
•Bronwen Winter,10,10
•Mariana Ware,10,10
•Mariana Ware,10,5
•Cerys Rhodes,10,2
•Amarah Douglas,8,8
•Lorelai Mora,1,1
•Bronwen Winter,1,1
•Cerys Rhodes,10,9
•Umaiza Bullock,10,10
•Rikki Kumar,10,1
•Bronwen Winter,5,1
•Umaiza Bullock,10,7
•Alanah Fowler,7,5
•Rikki Kumar,9,8
•Mariana Ware,10,10
•Lorelai Mora,7,5
•Manal Hewitt,8,7
¶Abbey Hodge,10,10
•Rikki Kumar,10,8
•Alanah Fowler,10,8
•Alanah Fowler,10,8
•Lorelai Mora,10,10
•Pheobe Bevan,10,8
•Manal Hewitt,10,7
•Shani Cantu,10,5
•Shani Cantu,1,1
•Alanah Fowler,10,10
•Amarah Douglas,5,3
•Grady Forster,10,8
•Alanah Fowler,8,9
•Charley Bernard,10,10
•Grady Forster,7,5
•Alanah Fowler,7,7
•Alanah Fowler,9,8
¶Harvir Curry,10,10
•Alanah Fowler,4,3
¶Harvir Curry,10,10
•Manal Hewitt,9,2
•Lorelai Mora,10,10
•Dani Ray,10,5
•Grady Forster,7,1
•Mariana Ware,10,7
¶Briana Hines,9,5
•Shani Cantu,10,10
•Manal Hewitt,10,10
•Mariana Ware,10,3
•Grady Forster,10,7
•Cydney Drake,10,7
•Dani Ray,3,3
•Bronwen Winter,10,10
•Dani Ray,1,1
•Shani Cantu,10,10
•Dani Ray,10,7
•Rajveer Paine,7,7
•Lorelai Mora,10,4
¶Harvir Curry,10,5
•Bronwen Winter,9,5
•Cydney Drake,5,3
•Lorelai Mora,10,1
¶Abbey Hodge,8,5
•Shani Cantu,10,10
•Rose Calderon,10,10
•Cydney Drake,10,5
•Amarah Douglas,10,7
•Cydney Drake,10,5
•Rajveer Paine,10,6
•Rajveer Paine,10,1
•Rajveer Paine,8,5
•Cydney Drake,10,10
•Rajveer Paine,10,5
•Rose Calderon,10,10
•Cydney Drake,10,2
•Rose Calderon,10,10
•Rajveer Paine,10,10
•Rajveer Paine,10,9
•Jake Cote,10,5
•Cydney Drake,10,5
•Jake Cote,10,2
•Cydney Drake,10,10
•Jake Cote,9,9
•Cydney Drake,10,5
•Cydney Drake,1,1
•Rajveer Paine,10,10
•Rajveer Paine,10,10
•Rose Calderon,9,10
•Rose Calderon,5,7
•Rajveer Paine,8,5
•Rose Calderon,10,4
•Jake Cote,6,1
•Rose Calderon,9,5
•Jake Cote,10,9
•Rose Calderon,8,4
•Rose Calderon,10,2
•Jake Cote,10,10
•Jake Cote,9,5
•Jake Cote,9,7
•Rajveer Paine,10,3
•Rose Calderon,10,1
•Jake Cote,10,8
•Rajveer Paine,8,6
•Cydney Drake,10,5
•Cydney Drake,10,2
•Rajveer Paine,10,2
•Rose Calderon,10,10
•Rajveer Paine,1,1
•Jake Cote,10,10
•Rajveer Paine,10,3
•Jake Cote,1,1
•Rose Calderon,6,2
•Cydney Drake,9,5
•Jake Cote,5,1
•Rajveer Paine,10,10
•Jake Cote,10,10
•Rose Calderon,10,8
•Rajveer Paine,10,4
•Rose Calderon,10,8
•Jake Cote,8,4
•Jake Cote,10,9
•Trinity Alvarado,10,10
•Trinity Alvarado,1,1
•Harleigh Stone,10,4
•Trinity Alvarado,10,10
•Trinity Alvarado,5,1
•Harleigh Stone,10,10
•Lily Conway,5,8
•Derek Webber,10,3
•Harleigh Stone,10,10
•Mariyam Mcgill,10,8
•Desiree Reynolds,8,1
•Yara Wright,10,5
•Yara Wright,10,10
•Adelaide Stafford,10,10
•Mea Lee,10,7
•Harleigh Stone,10,5
•Yara Wright,10,4
•Bethan Hills,1,1
•Lily Conway,10,10
•Jolie Hodson,10,10
•Adelaide Stafford,10,10
•Lily Conway,10,10
•Lleyton Parkinson,10,5
•Adelaide Stafford,10,8
•Desiree Reynolds,10,10
•Dionne Compton,10,1
•Mea Lee,10,10
•Mariyam Mcgill,10,9
•Neha Clemons,10,5
¶Ned Hamilton,10,10
•Dionne Compton,10,10
•Mea Lee,9,8
•Derek Webber,10,10
•Adelaide Stafford,10,4
•Maciej Maddox,10,9
•Bethan Hills,10,1
•Yara Wright,8,1
•Jolie Hodson,10,10
•Dionne Compton,10,6
•Maciej Maddox,10,10
•Harleigh Stone,10,5
•Neha Clemons,10,10
•Jolie Hodson,10,10
•Dionne Compton,10,10
•Desiree Reynolds,10,10
•Derek Webber,10,8
•Dawson Clifford,9,8
•Desiree Reynolds,10,10
•Mea Lee,10,10
•Harleigh Stone,10,4
•Mea Lee,8,8
•Bethan Hills,10,7
•Mea Lee,10,3
•Lleyton Parkinson,3,1
•Derek Webber,10,10
•Mariyam Mcgill,10,6
•Lleyton Parkinson,1,1
•Derek Webber,8,9
•Braxton Cuevas,3,1
•Jolie Hodson,5,1
•Desiree Reynolds,10,7
•Mariyam Mcgill,10,10
•Trinity Alvarado,10,7
•Mea Lee,1,1
•Christina Mcintyre,10,5
•Derek Webber,10,8
•Jolene Mcgowan,5,2
•Desiree Reynolds,10,10
•Tasnia Sharma,10,6
•Mea Lee,10,10
•Neha Clemons,10,2
•Derek Webber,10,1
•Jolene Mcgowan,10,10
•Mariyam Mcgill,10,10
•Yara Wright,10,1
•Derek Webber,10,1
•Dawson Clifford,10,10
•Brodie O'Brien,10,10
•Mariyam Mcgill,10,7
•Dawson Clifford,1,1
•Jolene Mcgowan,10,4
•Maciej Maddox,10,3
•Jolie Hodson,10,5
•Mea Lee,10,10
•Dawson Clifford,10,10
•Tasnia Sharma,10,10
•Derek Webber,10,3
•Dionne Compton,10,10
¶Ned Hamilton,9,6
•Jem Davey,10,10
•Bethan Hills,10,4
•Alexandria Murphy,8,1
•Mea Lee,10,10
•Jolene Mcgowan,9,8
•Ellie Glover,10,8
•Tasnia Sharma,10,10
•Mariyam Mcgill,10,10
•Todd Wooten,10,8
•Lily Conway,10,6
•Alexandria Murphy,9,9
•Jem Davey,10,10
•Neha Clemons,10,10
•Jolene Mcgowan,9,6
•Simon Woods,10,10
•Christina Mcintyre,10,7
•Tasnia Sharma,5,1
•Hari Waters,10,10
•Todd Wooten,10,10
•Lleyton Parkinson,10,10
•Bethan Hills,8,7
•Lily Conway,10,8
•Maciej Maddox,10,10
•Yara Wright,10,3
•Desiree Reynolds,6,6
•Mariyam Mcgill,10,10
•Mea Lee,10,10
•Derek Webber,9,8
•Alexandria Murphy,10,8
•Ellie Glover,10,9
¶Ammaar Terrell,10,9
•Ivor Woodard,10,1
•Alexandria Murphy,10,10
•Derek Webber,10,10
•Tasnia Sharma,8,1
•Jem Davey,8,8
•Desiree Reynolds,10,1
•Yara Wright,10,10
¶Poppie Moses,10,10
•Jolie Hodson,10,10
•Bethan Hills,10,8
•Jolie Hodson,10,7
•Alexandria Murphy,10,5
•Hari Waters,10,1
•Mea Lee,10,10
•Yara Wright,1,10
•Ivor Woodard,10,10
•Mariyam Mcgill,10,9
•Simon Woods,10,10
•Maciej Maddox,10,10
•Brodie O'Brien,10,10
•Jem Davey,10,10
•Dawson Clifford,10,10
•Lleyton Parkinson,1,1
•Adelaide Stafford,10,10
•Hari Waters,10,7
•Cody Whittle,10,10
•Ivor Woodard,10,10
•Todd Wooten,10,8
•Lennox Fleming,10,8
•Adelaide Stafford,8,7
•Ivor Woodard,10,10
•Derek Webber,10,10
¶Mathias Mcdowell,10,5
•Simon Woods,9,8
•Tasnia Sharma,6,8
•Dionne Compton,10,10
•Jolene Mcgowan,10,10
•Lennox Fleming,9,8
¶Poppie Moses,10,1
•Brodie O'Brien,10,10
•Adelaide Stafford,10,7
•Mea Lee,9,7
•Ivor Woodard,9,5
•Derek Webber,10,10
•Simon Woods,1,1
•Tasnia Sharma,8,10
•Jolene Mcgowan,10,10
•Neha Clemons,10,3
•Trinity Alvarado,10,5
•Lily Conway,10,7
¶Ammaar Terrell,10,10
•Ivor Woodard,10,10
•Dawson Clifford,10,10
•Todd Wooten,5,6
•Simon Woods,10,5
•Dionne Compton,10,8
•Lennox Fleming,10,10
¶Mathias Mcdowell,10,10
•Roman Oconnell,10,10
•Ivor Woodard,10,8
•Taliyah Soto,10,4
•Christina Mcintyre,6,1
•Lily Conway,10,8
•Tasnia Sharma,10,4
•Dawson Clifford,9,1
•Christina Mcintyre,10,9
•Lennox Fleming,9,9
•Lily Conway,1,2
•Ellie Glover,10,8
•Desiree Reynolds,10,9
•Lennox Fleming,10,10
•Ellie Glover,8,5
•Ivor Woodard,9,6
•Lily Conway,10,10
•Tasnia Sharma,10,7
•Mea Lee,9,7
•Roman Oconnell,10,10
•Derek Webber,10,4
•Desiree Reynolds,10,8
•Lleyton Parkinson,10,10
•Lennox Fleming,10,8
•Trinity Alvarado,10,1
•Mariyam Mcgill,10,10
•Alexandria Murphy,10,10
•Todd Wooten,10,5
•Brodie O'Brien,10,7
•Cody Whittle,10,5
•Desiree Reynolds,10,7
•Maciej Maddox,10,10
•Mea Lee,10,10
•Simon Woods,8,5
•Brodie O'Brien,9,6
•Cody Whittle,5,8
•Derek Webber,10,1
•Jolie Hodson,10,10
•Desiree Reynolds,10,5
•Ivor Woodard,10,10
•Taliyah Soto,10,10
•Mea Lee,7,1
•Hari Waters,10,10
•Alexandria Murphy,10,5
•Lily Conway,10,10
•Taliyah Soto,9,8
•Jolie Hodson,10,8
•Maciej Maddox,9,10
•Jolene Mcgowan,10,10
•Ivor Woodard,10,5
•Bethan Hills,10,10
•Simon Woods,8,2
•Desiree Reynolds,10,6
•Jolie Hodson,10,10
•Braxton Cuevas,10,10
•Alexandria Murphy,9,5
•Simon Woods,10,4
•Taliyah Soto,10,10
•Jolie Hodson,8,1
•Ivor Woodard,10,10
•Neha Clemons,10,8
•Tasnia Sharma,10,6
•Taliyah Soto,10,8
¶Poppie Moses,10,8
•Lennox Fleming,1,1
¶Poppie Moses,9,8
•Jolene Mcgowan,10,10
•Maciej Maddox,10,10
•Braxton Cuevas,10,2
•Roman Oconnell,10,10
•Jolene Mcgowan,10,4
•Braxton Cuevas,10,6
•Tasnia Sharma,10,10
•Leland Atkinson,10,4
•Maciej Maddox,10,10
•Braxton Cuevas,10,10
•Neha Clemons,8,3
•Maciej Maddox,10,8
•Lennox Fleming,10,10
•Hari Waters,9,7
•Leland Atkinson,10,8
•Jolene Mcgowan,7,1
•Brodie O'Brien,10,9
•Taliyah Soto,10,10
•Christina Mcintyre,9,8
•Todd Wooten,10,8
•Jolene Mcgowan,10,9
•Miah Welch,10,6
•Taliyah Soto,10,8
•Szymon Mcdougall,8,3
•Owen Ruiz,9,4
•Conrad Haney,10,10
•Todd Wooten,9,9
•Jolene Mcgowan,10,10
•Amelia-PLily Hayden,9,7
•Miah Welch,10,8
•Roman Oconnell,9,9
•Alexandria Murphy,10,8
•Simon Woods,10,3
•Hebe Byrd,10,10
•Hari Waters,10,8
•Amelia-PLily Hayden,10,10
•Todd Wooten,8,1
•Miah Welch,10,10
•Mali Whittington,10,1
•Leland Atkinson,10,10
•Cody Whittle,10,8
•Szymon Mcdougall,10,10
•Conrad Haney,10,4
•Jolene Mcgowan,8,1
•Hari Waters,10,9
•Jem Davey,10,10
•Lennox Fleming,1,1
•Alexandria Murphy,10,10
•Ivor Woodard,10,3
•Hebe Byrd,10,5
•Mali Whittington,10,7
•Todd Wooten,10,10
•Miah Welch,7,7
•Alexandria Murphy,1,1
•Murray Obrien,7,6
•Georgie Wicks,10,10
•Roman Oconnell,10,10
•Christina Mcintyre,2,1
•Asha Reese,10,1
•Hebe Byrd,5,5
•Ellie Glover,10,8
•Georgie Wicks,10,10
•Mali Whittington,10,7
•Owen Ruiz,10,10
•Braxton Cuevas,10,10
•Braxton Cuevas,10,8
•Brodie O'Brien,10,4
•Jem Davey,10,10
•Ivor Woodard,9,8
•Tasnia Sharma,10,8
•Abdullahi Edwards,10,10
•Murray Obrien,10,7
•Christina Mcintyre,10,5
•Todd Wooten,10,10
•Georgie Wicks,10,10
•Amelia-PLily Hayden,10,8
•Hebe Byrd,10,10
•Khaleesi Richmond,10,9
•Suzannah Stephenson,10,10
•Abdullahi Edwards,10,7
•Leland Atkinson,10,1
•Alexandria Murphy,7,10
•Murray Obrien,10,10
•Georgie Wicks,10,10
•Ivor Woodard,10,10
•Jolene Mcgowan,9,5
•Amelia-PLily Hayden,2,2
•Hebe Byrd,10,10
•Khaleesi Richmond,10,10
•Abdullahi Edwards,10,8
•Alexandria Murphy,10,6
•Owen Ruiz,10,10
•Cruz Horton,3,1
•Conrad Haney,10,9
•Khaleesi Richmond,10,8
•Abdullahi Edwards,10,10
•Miah Welch,10,6
•Simon Woods,10,9
•Cruz Horton,10,10
•Cristiano Bender,10,2
•Suzannah Stephenson,10,10
•Mali Whittington,10,10
•Roman Oconnell,6,1
•Murray Obrien,9,6
¶Sanjay Barnard,7,7
•Alexandria Murphy,10,10
•Simon Woods,10,6
•Conrad Haney,10,10
•Miah Welch,10,10
•Suzannah Stephenson,10,1
•Ellie Glover,10,10
•Georgie Wicks,9,8
•Conrad Haney,10,10
•Murray Obrien,10,10
•Ayse Stevens,9,7
•Taliyah Soto,9,2
¶Sanjay Barnard,10,8
•Cristiano Bender,9,9
•Owen Ruiz,9,9
•Asha Reese,10,10
•Murray Obrien,9,5
•Hebe Byrd,10,10
•Abdullahi Edwards,10,6
•Asha Reese,8,7
•Pheobe Bevan,10,8
•Mali Whittington,10,10
•Cristiano Bender,10,5
•Cruz Horton,10,10
•Cerys Rhodes,7,7
•Leland Atkinson,10,10
•Suzannah Stephenson,10,6
•Conrad Haney,10,2
•Owen Ruiz,10,10
•Cruz Horton,10,10
•Georgie Wicks,10,10
•Cerys Rhodes,10,10
¶Brayden Farrow,10,8
•Mali Whittington,10,1
¶Abbey Hodge,10,8
•Conrad Haney,10,10
•Georgie Wicks,10,9
•Abdullahi Edwards,10,10
•Hebe Byrd,10,7
¶Sanjay Barnard,1,1
•Ayse Stevens,10,10
•Suzannah Stephenson,1,1
•Ayse Stevens,10,5
•Charley Bernard,10,10
•Grady Forster,10,9
•Rikki Kumar,10,10
•Abdullahi Edwards,9,7
•Manal Hewitt,6,1
•Charley Bernard,10,5
¶Abbey Hodge,10,9
•Suzannah Stephenson,10,8
•Cristiano Bender,10,10
•Abdullahi Edwards,10,9
•Umaiza Bullock,10,10
•Ayse Stevens,9,7
•Murray Obrien,10,8
•Cristiano Bender,9,9
•Grady Forster,10,10
•Shani Cantu,10,9
•Cerys Rhodes,10,8
•Abdullahi Edwards,10,10
•Katherine Stuart,10,5
•Alanah Fowler,10,2
•Hebe Byrd,10,10
•Charley Bernard,10,9
•Grady Forster,10,10
•Rikki Kumar,10,7
•Umaiza Bullock,9,3
•Asha Reese,10,10
•Amelia-PLily Hayden,10,8
•Alanah Fowler,9,7
•Khaleesi Richmond,2,3
•Ayse Stevens,10,10
•Dani Ray,1,1
•Charley Bernard,10,6
•Miah Welch,10,7
•Rikki Kumar,10,10
•Mason Donnelly,9,6
•Cerys Rhodes,5,5
•Umaiza Bullock,10,1
•Alanah Fowler,10,1
•Suzannah Stephenson,10,10
•Mariana Ware,2,1
•Szymon Mcdougall,9,8
•Manal Hewitt,9,9
•Pheobe Bevan,10,10
•Cristiano Bender,10,9
•Mali Whittington,1,1
•Owen Ruiz,9,9
•Katherine Stuart,9,7
¶Brayden Farrow,10,9
•Amarah Douglas,10,10
•Umaiza Bullock,10,8
•Alanah Fowler,7,2
•Cruz Horton,10,6
•Suzannah Stephenson,10,1
•Georgie Wicks,7,3
•Leland Atkinson,10,10
•Cristiano Bender,10,1
•Ayse Stevens,10,7
•Grady Forster,10,9
¶Abbey Hodge,10,10
•Owen Ruiz,10,10
•Mason Donnelly,10,10
•Alanah Fowler,10,10
•Cruz Horton,10,2
¶Sanjay Barnard,10,4
•Mariana Ware,10,10
•Georgie Wicks,9,9
•Szymon Mcdougall,10,10
•Mali Whittington,10,10
•Owen Ruiz,10,10
•Amarah Douglas,10,10
•Cruz Horton,10,10
•Mali Whittington,10,8
•Hebe Byrd,10,4
•Asha Reese,10,8
•Conrad Haney,10,10
•Mariana Ware,9,9
•Suzannah Stephenson,10,10
•Rikki Kumar,10,10
•Alanah Fowler,10,8
•Manal Hewitt,10,10
•Pheobe Bevan,9,7
•Grady Forster,10,5
•Mali Whittington,10,10
•Khaleesi Richmond,10,10
•Abdullahi Edwards,10,10
•Amelia-PLily Hayden,9,3
•Shani Cantu,9,3
•Umaiza Bullock,10,8
•Alanah Fowler,10,9
¶Sanjay Barnard,10,1
•Conrad Haney,10,9
•Cerys Rhodes,10,9
•Suzannah Stephenson,10,9
•Abdullahi Edwards,8,1
•Rikki Kumar,10,10
•Alanah Fowler,10,8
¶Sanjay Barnard,1,1
•Charley Bernard,9,5
•Grady Forster,10,6
•Asha Reese,10,10
•Khaleesi Richmond,10,1
•Amarah Douglas,10,9
•Rikki Kumar,10,7
•Cristiano Bender,8,8
•Grady Forster,9,1
•Asha Reese,10,10
•Mason Donnelly,10,10
•Khaleesi Richmond,1,1
¶Sanjay Barnard,10,10
•Amelia-PLily Hayden,10,8
•Cerys Rhodes,1,1
•Mariana Ware,10,8
•Suzannah Stephenson,1,1
•Murray Obrien,10,10
•Alanah Fowler,9,6
¶Sanjay Barnard,10,10
•Bronwen Winter,10,7
•Rikki Kumar,9,7
•Shani Cantu,10,10
•Bronwen Winter,10,5
¶Sanjay Barnard,10,5
•Pheobe Bevan,8,10
•Cruz Horton,10,8
•Katherine Stuart,10,10
•Dani Ray,10,10
•Mason Donnelly,10,5
•Cerys Rhodes,10,10
•Pheobe Bevan,10,10
•Cruz Horton,9,6
•Khaleesi Richmond,10,10
•Dani Ray,10,3
•Umaiza Bullock,10,10
•Shani Cantu,10,7
•Murray Obrien,10,6
•Charley Bernard,10,7
•Dani Ray,10,10
¶Sanjay Barnard,10,5
•Amarah Douglas,10,10
•Amarah Douglas,8,7
•Pheobe Bevan,10,1
•Manal Hewitt,10,10
•Bronwen Winter,10,4
•Manal Hewitt,1,1
•Grady Forster,10,9
•Cristiano Bender,10,7
•Manal Hewitt,10,1
•Shani Cantu,10,10
•Shani Cantu,10,9
•Charley Bernard,10,10
•Charley Bernard,9,4
•Mason Donnelly,9,6
•Mariana Ware,10,6
•Mariana Ware,6,4
•Mason Donnelly,10,10
•Pheobe Bevan,10,10
•Mason Donnelly,10,10
•Grady Forster,10,10
¶Abbey Hodge,10,8
•Amarah Douglas,7,1
•Umaiza Bullock,10,10
•Umaiza Bullock,10,7
•Amarah Douglas,10,7
•Manal Hewitt,1,1
•Mariana Ware,10,10
¶Briana Hines,10,8
•Grady Forster,10,7
•Ayse Stevens,8,5
•Grady Forster,10,9
•Mason Donnelly,10,10
•Pheobe Bevan,10,7
•Rikki Kumar,10,10
•Shani Cantu,1,2
•Alanah Fowler,10,4
•Dani Ray,5,2
•Shani Cantu,10,10
•Rikki Kumar,8,9
•Mariana Ware,10,10
•Rikki Kumar,10,6
•Bronwen Winter,10,8
•Dani Ray,10,4
•Alanah Fowler,10,9
•Umaiza Bullock,10,8
•Bronwen Winter,10,1
•Rikki Kumar,10,10
•Charley Bernard,10,10
•Shani Cantu,10,1
•Dani Ray,10,8
•Grady Forster,10,10
•Mariana Ware,10,8
¶Briana Hines,1,1
•Mason Donnelly,10,10
•Mason Donnelly,1,7
•Alanah Fowler,1,1
•Dani Ray,10,7
•Bronwen Winter,10,10
¶Abbey Hodge,5,3
•Cydney Drake,1,1
•Mason Donnelly,10,8
•Bronwen Winter,10,10
•Mariana Ware,10,10
•Manal Hewitt,10,6
•Mason Donnelly,10,10
•Mason Donnelly,10,10
•Cydney Drake,10,10
•Rose Calderon,1,1
•Rose Calderon,10,4
¶Abbey Hodge,10,10
•Cydney Drake,10,7
•Umaiza Bullock,10,10
•Rose Calderon,10,10
•Shani Cantu,1,1
•Umaiza Bullock,10,10
•Bronwen Winter,1,1
•Rajveer Paine,10,10
•Shani Cantu,10,10
•Shani Cantu,10,10
•Rajveer Paine,8,7
•Rajveer Paine,10,1
•Cydney Drake,10,8
•Rose Calderon,10,7
•Rajveer Paine,9,7
•Rose Calderon,5,1
•Rose Calderon,10,1
•Cydney Drake,10,1
•Rajveer Paine,10,10
•Rajveer Paine,10,9
•Rajveer Paine,10,3
•Cydney Drake,10,9
•Jake Cote,10,7
•Cydney Drake,10,10
•Rose Calderon,10,7
•Rajveer Paine,8,5
•Rajveer Paine,10,10
•Rajveer Paine,10,10
•Rose Calderon,10,7
•Rose Calderon,10,1
•Jake Cote,10,5
•Cydney Drake,1,1
•Jake Cote,10,8
•Jake Cote,10,6
•Rajveer Paine,10,9
•Jake Cote,10,10
•Rajveer Paine,8,7
•Jake Cote,10,6
•Cydney Drake,10,10
•Rose Calderon,10,4
•Cydney Drake,10,10
•Jake Cote,10,10
•Cydney Drake,10,9
•Jake Cote,10,2
•Rajveer Paine,10,5
•Cydney Drake,10,9
•Jake Cote,10,1
•Jake Cote,10,4
•Phyllis Barron,7,1
•Phyllis Barron,10,9
•Trinity Alvarado,9,8
•Dionne Compton,9,6
•Derek Webber,10,10
•Lily Conway,10,10
•Yara Wright,10,10
•Harleigh Stone,10,7
•Adelaide Stafford,10,10
•Lleyton Parkinson,9,9
•Mariyam Mcgill,10,7
•Derek Webber,10,7
•Jolie Hodson,10,5
•Lily Conway,10,6
•Yara Wright,10,10
•Neha Clemons,9,2
•Yara Wright,10,10
•Neha Clemons,10,10
•Maciej Maddox,9,7
•Mariyam Mcgill,10,10
•Jolie Hodson,1,1
•Desiree Reynolds,10,2
•Bethan Hills,10,1
•Neha Clemons,10,10
•Maciej Maddox,10,9
•Jolie Hodson,10,5
•Derek Webber,9,6
•Dawson Clifford,10,10
•Yara Wright,10,10
•Trinity Alvarado,10,1
•Bethan Hills,10,5
